"X","Unnamed..0","accepted","author","kingdom","Family","name","rank","powo_Snippet","Source","fqId","Accepted_Name","Accepted_ID","Accepted_Rank","Accepted_Species","Accepted_Species_ID"
347,348,"True","Craib","Plantae","Fabaceae","Cassia bakeriana","Species"," <b>Use</b>: Environmental, <em>Medicine</em>, Wood","POWO pages(/taxon/urn:lsid:ipni.org:names:484178-1)","urn:lsid:ipni.org:names:484178-1","Cassia bakeriana","484178-1","Species","Cassia bakeriana","484178-1"
348,349,"True","(Lam.) V.Singh","Plantae","Fabaceae","Chamaecrista pumila","Species"," <b>Use</b>: Environmental, <em>Medicine</em>, Weed","POWO pages(/taxon/urn:lsid:ipni.org:names:972207-1)","urn:lsid:ipni.org:names:972207-1","Chamaecrista pumila","972207-1","Species","Chamaecrista pumila","972207-1"
349,350,"True","(L.f.) Bakh.f.","Plantae","Fabaceae","Christia vespertilionis","Species"," <b>Use</b>: Environmental, <em>Medicine</em>, Miscellaneous","POWO pages(/taxon/urn:lsid:ipni.org:names:486281-1)","urn:lsid:ipni.org:names:486281-1","Christia vespertilionis","486281-1","Species","Christia vespertilionis","486281-1"
350,351,"True","Bojer ex Benth.","Plantae","Fabaceae","Clitoria lasciva","Species"," <b>Use</b>: Environmental, Fibre, <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:486545-1)","urn:lsid:ipni.org:names:486545-1","Clitoria lasciva","486545-1","Species","Clitoria lasciva","486545-1"
351,352,"True","Mill.","Plantae","Fabaceae","Colutea orientalis","Species"," <b>Use</b>: Environmental, Forage, <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:60452621-2)","urn:lsid:ipni.org:names:60452621-2","Colutea orientalis","60452621-2","Species","Colutea orientalis","60452621-2"
352,353,"True","L.","Plantae","Fabaceae","Coronilla coronata","Species"," <b>Use</b>: Environmental, Forage, <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:487189-1)","urn:lsid:ipni.org:names:487189-1","Coronilla coronata","487189-1","Species","Coronilla coronata","487189-1"
353,354,"True","L.","Plantae","Fabaceae","Coronilla cretica","Species"," <b>Use</b>: Environmental, Forage, <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:487191-1)","urn:lsid:ipni.org:names:487191-1","Coronilla cretica","487191-1","Species","Coronilla cretica","487191-1"
354,355,"True","L.","Plantae","Fabaceae","Coronilla securidaca","Species"," <b>Use</b>: Environmental, <em>Medicine</em>, Weed","POWO pages(/taxon/urn:lsid:ipni.org:names:487262-1)","urn:lsid:ipni.org:names:487262-1","Coronilla securidaca","487262-1","Species","Coronilla securidaca","487262-1"
355,356,"True","B.Heyne ex Roth","Plantae","Fabaceae","Crotalaria albida","Species"," <b>Use</b>: Domestic, <em>Medicine</em>, Miscellaneous","POWO pages(/taxon/urn:lsid:ipni.org:names:487779-1)","urn:lsid:ipni.org:names:487779-1","Crotalaria albida","487779-1","Species","Crotalaria albida","487779-1"
356,357,"True","Buch.-Ham. ex Benth.","Plantae","Fabaceae","Crotalaria burhia","Species"," <b>Use</b>: Fibre, Forage, <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:487910-1)","urn:lsid:ipni.org:names:487910-1","Crotalaria burhia","487910-1","Species","Crotalaria burhia","487910-1"
357,358,"True","L.","Plantae","Fabaceae","Crotalaria laburnifolia","Species"," <b>Use</b>: Environmental, <em>Medicine</em>, Weed","POWO pages(/taxon/urn:lsid:ipni.org:names:488337-1)","urn:lsid:ipni.org:names:488337-1","Crotalaria laburnifolia","488337-1","Species","Crotalaria laburnifolia","488337-1"
358,359,"True","Hook. & Arn.","Plantae","Fabaceae","Crotalaria longirostrata","Species"," <b>Use</b>: Food and Drink, <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:488407-1)","urn:lsid:ipni.org:names:488407-1","Crotalaria longirostrata","488407-1","Species","Crotalaria longirostrata","488407-1"
359,360,"True","Roxb. ex Andrews","Plantae","Fabaceae","Crotalaria tetragona","Species"," <b>Use</b>: Chemical products, <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:488961-1)","urn:lsid:ipni.org:names:488961-1","Crotalaria tetragona","488961-1","Species","Crotalaria tetragona","488961-1"
360,361,"True","L.f.","Plantae","Fabaceae","Dalbergia lanceolaria","Species"," <b>Use</b>: <em>Medicine</em>, Miscellaneous, Wood","POWO pages(/taxon/urn:lsid:ipni.org:names:490291-1)","urn:lsid:ipni.org:names:490291-1","Pericopsis mooniana","513075-1","Species","Pericopsis mooniana","513075-1"
361,362,"True","Roxb.","Plantae","Fabaceae","Dalbergia latifolia","Species"," <b>Use</b>: Forage, <em>Medicine</em>, Wood","POWO pages(/taxon/urn:lsid:ipni.org:names:490295-1)","urn:lsid:ipni.org:names:490295-1","Dalbergia latifolia","490295-1","Species","Dalbergia latifolia","490295-1"
362,363,"True","E.Mey.","Plantae","Fabaceae","Dalbergia obovata","Species"," <b>Use</b>: Fibre, <em>Medicine</em>, Wood","POWO pages(/taxon/urn:lsid:ipni.org:names:490365-1)","urn:lsid:ipni.org:names:490365-1","Dalbergia obovata","490365-1","Species","Dalbergia obovata","490365-1"
363,364,"True","Baker","Plantae","Fabaceae","Dalbergia trichocarpa","Species"," <b>Use</b>: Forage, <em>Medicine</em>, Wood","POWO pages(/taxon/urn:lsid:ipni.org:names:490507-1)","urn:lsid:ipni.org:names:490507-1","Dalbergia trichocarpa","490507-1","Species","Dalbergia trichocarpa","490507-1"
364,365,"True","Guill. & Perr.","Plantae","Fabaceae","Detarium microcarpum","Species"," <b>Use</b>: Forage, <em>Medicine</em>, Wood","POWO pages(/taxon/urn:lsid:ipni.org:names:492282-1)","urn:lsid:ipni.org:names:492282-1","Detarium microcarpum","492282-1","Species","Detarium microcarpum","492282-1"
365,366,"True","J.F.Gmel.","Plantae","Fabaceae","Detarium senegalense","Species"," <b>Use</b>: Forage, <em>Medicine</em>, Wood","POWO pages(/taxon/urn:lsid:ipni.org:names:492283-1)","urn:lsid:ipni.org:names:492283-1","Detarium senegalense","492283-1","Species","Detarium senegalense","492283-1"
366,367,"True","Henriq.","Plantae","Fabaceae","Dialium englerianum","Species"," <b>Use</b>: Food and Drink, <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:492307-1)","urn:lsid:ipni.org:names:492307-1","Dialium englerianum","492307-1","Species","Dialium englerianum","492307-1"
367,368,"True","Benth.","Plantae","Fabaceae","Dimorphandra mollis","Species"," <b>Use</b>: Chemical products, <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:492586-1)","urn:lsid:ipni.org:names:492586-1","Dimorphandra mollis","492586-1","Species","Dimorphandra mollis","492586-1"
368,369,"True","Prain","Plantae","Fabaceae","Dunbaria bella","Species"," <b>Use</b>: Food and Drink, <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:493523-1)","urn:lsid:ipni.org:names:493523-1","Dunbaria bella","493523-1","Species","Dunbaria bella","493523-1"
369,370,"True","(Roxb.) R.Geesink","Plantae","Fabaceae","Endosamara racemosa","Species"," <b>Use</b>: Forage, <em>Medicine</em>, Toxins","POWO pages(/taxon/urn:lsid:ipni.org:names:942104-1)","urn:lsid:ipni.org:names:942104-1","Endosamara racemosa","942104-1","Species","Endosamara racemosa","942104-1"
370,371,"True","Guill. & Perr.","Plantae","Fabaceae","Entada africana","Species"," <b>Use</b>: Fibre, Forage, <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:493820-1)","urn:lsid:ipni.org:names:493820-1","Entada africana","493820-1","Species","Entada africana","493820-1"
371,372,"True","(Kunth) G.Don","Plantae","Fabaceae","Eriosema diffusum","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:494021-1)","urn:lsid:ipni.org:names:494021-1","Eriosema diffusum","494021-1","Species","Eriosema diffusum","494021-1"
372,373,"True","Taub.","Plantae","Fabaceae","Eriosema pulcherrimum","Species"," <b>Use</b>: Food and Drink, <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:494137-1)","urn:lsid:ipni.org:names:494137-1","Eriosema pulcherrimum","494137-1","Species","Eriosema pulcherrimum","494137-1"
373,374,"True","Roxb.","Plantae","Fabaceae","Erythrina stricta","Species"," <b>Use</b>: <em>Medicine</em>, Toxins, Wood","POWO pages(/taxon/urn:lsid:ipni.org:names:494596-1)","urn:lsid:ipni.org:names:494596-1","Erythrina stricta","494596-1","Species","Erythrina stricta","494596-1"
374,375,"True","Roxb.","Plantae","Fabaceae","Erythrina suberosa","Species"," <b>Use</b>: Fibre, <em>Medicine</em>, Wood","POWO pages(/taxon/urn:lsid:ipni.org:names:494598-1)","urn:lsid:ipni.org:names:494598-1","Erythrina suberosa","494598-1","Species","Erythrina suberosa","494598-1"
375,376,"True","(Benth.) Harms","Plantae","Fabaceae","Erythrophleum africanum","Species"," <b>Use</b>: <em>Medicine</em>, Toxins, Wood","POWO pages(/taxon/urn:lsid:ipni.org:names:494644-1)","urn:lsid:ipni.org:names:494644-1","Erythrophleum africanum","494644-1","Species","Erythrophleum africanum","494644-1"
376,377,"True","Baill.","Plantae","Fabaceae","Erythrophleum couminga","Species"," <b>Use</b>: <em>Medicine</em>, Toxins, Wood","POWO pages(/taxon/urn:lsid:ipni.org:names:494633-1)","urn:lsid:ipni.org:names:494633-1",NA,NA,NA,NA,NA
377,378,"True","Baill.","Plantae","Fabaceae","Gymnocladus chinensis","Species"," <b>Use</b>: Chemical products, <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:497221-1)","urn:lsid:ipni.org:names:497221-1","Gymnocladus chinensis","497221-1","Species","Gymnocladus chinensis","497221-1"
378,379,"True","(Lam.) Gagnon & G.P.Lewis","Plantae","Fabaceae","Hultholia mimosoides","Species"," <b>Use</b>: Food and Drink, <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:77158068-1)","urn:lsid:ipni.org:names:77158068-1","Hultholia mimosoides","77158068-1","Species","Hultholia mimosoides","77158068-1"
379,380,"True","(Vahl) H.Ohashi & R.R.Mill","Plantae","Fabaceae","Hylodesmum repandum","Species"," <b>Use</b>: Domestic, Environmental, <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:1014628-1)","urn:lsid:ipni.org:names:1014628-1","Hylodesmum repandum","1014628-1","Species","Hylodesmum repandum","1014628-1"
380,381,"True","Dunn","Plantae","Fabaceae","Indigofera cedrorum","Species"," <b>Use</b>: Food and Drink, <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:499124-1)","urn:lsid:ipni.org:names:499124-1","Indigofera cedrorum","499124-1","Species","Indigofera cedrorum","499124-1"
381,382,"True","Vent.","Plantae","Fabaceae","Indigofera diphylla","Species"," <b>Use</b>: Chemical products, <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:499254-1)","urn:lsid:ipni.org:names:499254-1","Indigofera diphylla","499254-1","Species","Indigofera diphylla","499254-1"
382,383,"True","L.","Plantae","Fabaceae","Indigofera glabra","Species"," <b>Use</b>: Food and Drink, <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:499388-1)","urn:lsid:ipni.org:names:499388-1","Indigofera glabra","499388-1","Species","Indigofera glabra","499388-1"
383,384,"True","Boivin ex Baill.","Plantae","Fabaceae","Indigofera longiracemosa","Species"," <b>Use</b>: Domestic, Environmental, <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:499587-1)","urn:lsid:ipni.org:names:499587-1","Indigofera longiracemosa","499587-1","Species","Indigofera longiracemosa","499587-1"
384,385,"True","L.","Plantae","Fabaceae","Indigofera trifoliata","Species"," <b>Use</b>: Food and Drink, <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:500126-1)","urn:lsid:ipni.org:names:500126-1","Indigofera trifoliata","500126-1","Species","Indigofera trifoliata","500126-1"
385,386,"True","L.","Plantae","Fabaceae","Lathyrus pratensis","Species"," <b>Use</b>: Environmental, Forage, <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:501954-1)","urn:lsid:ipni.org:names:501954-1","Lathyrus pratensis","501954-1","Species","Lathyrus pratensis","501954-1"
386,387,"True","(L.) Bernh.","Plantae","Fabaceae","Lathyrus vernus","Species"," <b>Use</b>: Environmental, Forage, <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:502084-1)","urn:lsid:ipni.org:names:502084-1","Lathyrus vernus","502084-1","Species","Lathyrus vernus","502084-1"
387,388,"True","(Thunb.) H.Ohashi & K.Ohashi","Plantae","Fabaceae","Leptodesmia microphylla","Species"," <b>Use</b>: Forage, <em>Medicine</em>, Weed","POWO pages(/taxon/urn:lsid:ipni.org:names:77190820-1)","urn:lsid:ipni.org:names:77190820-1",NA,NA,NA,NA,NA
388,389,"True","Turcz.","Plantae","Fabaceae","Lespedeza bicolor","Species"," <b>Use</b>: Environmental, Forage, <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:502415-1)","urn:lsid:ipni.org:names:502415-1","Lespedeza bicolor","502415-1","Species","Lespedeza bicolor","502415-1"
389,390,"True","(Zárate) C.E.Hughes","Plantae","Fabaceae","Leucaena matudae","Species"," <b>Use</b>: Food and Drink, <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:1000846-1)","urn:lsid:ipni.org:names:1000846-1","Leucaena matudae","1000846-1","Species","Leucaena matudae","1000846-1"
390,391,"True","Rolfe","Plantae","Fabaceae","Lonchocarpus capassa","Species"," <b>Use</b>: <em>Medicine</em>, Toxins, Wood","POWO pages(/taxon/urn:lsid:ipni.org:names:502911-1)","urn:lsid:ipni.org:names:502911-1","Lonchocarpus capassa","502911-1","Species","Lonchocarpus capassa","502911-1"
391,392,"True","(E.Mey.) Verdc.","Plantae","Fabaceae","Macrotyloma axillare","Species"," <b>Use</b>: Environmental, Forage, <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:505853-1)","urn:lsid:ipni.org:names:505853-1","Macrotyloma axillare","505853-1","Species","Macrotyloma axillare","505853-1"
392,393,"True","Wight & Arn. ex Prain","Plantae","Fabaceae","Mezoneuron hymenocarpum","Species"," <b>Use</b>: Food and Drink, <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:60453103-2)","urn:lsid:ipni.org:names:60453103-2","Mezoneuron hymenocarpum","60453103-2","Species","Mezoneuron hymenocarpum","60453103-2"
393,394,"True","(E.Mey.) Skeels","Plantae","Fabaceae","Millettia grandis","Species"," <b>Use</b>: Environmental, <em>Medicine</em>, Wood","POWO pages(/taxon/urn:lsid:ipni.org:names:507386-1)","urn:lsid:ipni.org:names:507386-1","Millettia grandis","507386-1","Species","Millettia grandis","507386-1"
394,395,"True","Vatke","Plantae","Fabaceae","Millettia lenneoides","Species"," <b>Use</b>: Food and Drink, <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:507424-1)","urn:lsid:ipni.org:names:507424-1","Millettia lenneoides","507424-1","Species","Millettia lenneoides","507424-1"
395,396,"True","Willd.","Plantae","Fabaceae","Mimosa hamata","Species"," <b>Use</b>: Environmental, Forage, <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:508092-1)","urn:lsid:ipni.org:names:508092-1","Mimosa hamata","508092-1","Species","Mimosa hamata","508092-1"
396,397,"True","(L.) J.W.Grimes","Plantae","Fabaceae","Otholobium glandulosum","Species"," <b>Use</b>: Food and Drink, <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:962317-1)","urn:lsid:ipni.org:names:962317-1","Otholobium glandulosum","962317-1","Species","Otholobium glandulosum","962317-1"
397,398,"True","R.Vig.","Plantae","Fabaceae","Otoptera madagascariensis","Species"," <b>Use</b>: Domestic, Fibre, <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:511126-1)","urn:lsid:ipni.org:names:511126-1","Otoptera madagascariensis","511126-1","Species","Otoptera madagascariensis","511126-1"
398,399,"True","(Pall.) DC.","Plantae","Fabaceae","Oxytropis lanata","Species"," <b>Use</b>: Chemical products, <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:511611-1)","urn:lsid:ipni.org:names:511611-1","Oxytropis lanata","511611-1","Species","Oxytropis lanata","511611-1"
399,400,"True","(Pall.) DC.","Plantae","Fabaceae","Oxytropis myriophylla","Species"," <b>Use</b>: Environmental, Forage, <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:511712-1)","urn:lsid:ipni.org:names:511712-1","Oxytropis myriophylla","511712-1","Species","Oxytropis myriophylla","511712-1"
400,401,"True","(Pall.) DC.","Plantae","Fabaceae","Oxytropis oxyphylla","Species"," <b>Use</b>: Environmental, <em>Medicine</em>, Toxins","POWO pages(/taxon/urn:lsid:ipni.org:names:511744-1)","urn:lsid:ipni.org:names:511744-1","Oxytropis oxyphylla","511744-1","Species","Oxytropis oxyphylla","511744-1"
401,402,"True","Spruce ex Benth.","Plantae","Fabaceae","Parkia discolor","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:512191-1)","urn:lsid:ipni.org:names:512191-1","Parkia discolor","512191-1","Species","Parkia discolor","512191-1"
402,403,"True","Sond.","Plantae","Fabaceae","Peltophorum africanum","Species"," <b>Use</b>: Environmental, <em>Medicine</em>, Wood","POWO pages(/taxon/urn:lsid:ipni.org:names:513010-1)","urn:lsid:ipni.org:names:513010-1","Peltophorum africanum","513010-1","Species","Peltophorum africanum","513010-1"
403,404,"True","(Schumach. & Thonn.) Roberty","Plantae","Fabaceae","Philenoptera cyanescens","Species"," <b>Use</b>: Chemical products, <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:514227-1)","urn:lsid:ipni.org:names:514227-1","Philenoptera cyanescens","514227-1","Species","Philenoptera cyanescens","514227-1"
404,405,"True","(Hook.f.) Brenan","Plantae","Fabaceae","Piptadeniastrum africanum","Species"," <b>Use</b>: <em>Medicine</em>, Toxins, Wood","POWO pages(/taxon/urn:lsid:ipni.org:names:514467-1)","urn:lsid:ipni.org:names:514467-1","Piptadeniastrum africanum","514467-1","Species","Piptadeniastrum africanum","514467-1"
405,406,"True","(Willd.) H.Ohashi & K.Ohashi","Plantae","Fabaceae","Polhillides velutina","Species"," <b>Use</b>: Domestic, Forage, <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:77200648-1)","urn:lsid:ipni.org:names:77200648-1",NA,NA,NA,NA,NA
406,407,"True","Willd.","Plantae","Fabaceae","Pterocarpus indicus","Species"," <b>Use</b>: Environmental, <em>Medicine</em>, Wood","POWO pages(/taxon/urn:lsid:ipni.org:names:516487-1)","urn:lsid:ipni.org:names:516487-1","Pterocarpus indicus","516487-1","Species","Pterocarpus indicus","516487-1"
407,408,"True","Roxb.","Plantae","Fabaceae","Pterocarpus marsupium","Species"," <b>Use</b>: Environmental, <em>Medicine</em>, Wood","POWO pages(/taxon/urn:lsid:ipni.org:names:516505-1)","urn:lsid:ipni.org:names:516505-1","Pterocarpus marsupium","516505-1","Species","Pterocarpus marsupium","516505-1"
408,409,"True","(Wall.) P.J.H.Hurter","Plantae","Fabaceae","Senegalia modesta","Species"," <b>Use</b>: Domestic, <em>Medicine</em>, Wood","POWO pages(/taxon/urn:lsid:ipni.org:names:77089269-1)","urn:lsid:ipni.org:names:77089269-1","Senegalia modesta","77089269-1","Species","Senegalia modesta","77089269-1"
409,410,"True","(Guill. & Perr.) Lock","Plantae","Fabaceae","Senna podocarpa","Species"," <b>Use</b>: Chemical products, <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:945429-1)","urn:lsid:ipni.org:names:945429-1","Senna podocarpa","945429-1","Species","Senna podocarpa","945429-1"
410,411,"True","(Brenan) Lock","Plantae","Fabaceae","Senna truncata","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:945433-1)","urn:lsid:ipni.org:names:945433-1","Senna truncata","945433-1","Species","Senna truncata","945433-1"
411,412,"True","Miq.","Plantae","Fabaceae","Sindora sumatrana","Species"," <b>Use</b>: Domestic, <em>Medicine</em>, Wood","POWO pages(/taxon/urn:lsid:ipni.org:names:518610-1)","urn:lsid:ipni.org:names:518610-1","Sindora sumatrana","518610-1","Species","Sindora sumatrana","518610-1"
