,Accepted_ID,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_Rank,powo_Snippet,Sources
695,750904-1,Gardenia aqualla,Gardenia aqualla,750904-1,Species,,:MPNS (Gardenia aqualla)
696,750915-1,Gardenia aubryi,Gardenia aubryi,750915-1,Species,,:MPNS (Gardenia aubryi)
697,750929-1,Gardenia brachythamnus,Gardenia brachythamnus,750929-1,Species,,:MPNS (Gardenia brachythamnus)
698,750939-1,Gardenia cambodiana,Gardenia cambodiana,750939-1,Species,,:MPNS (Gardenia cambodiana)
699,750968-1,Gardenia cornuta,Gardenia cornuta,750968-1,Species,,:MPNS (Gardenia cornuta)
700,750969-1,Gardenia coronaria,Gardenia coronaria,750969-1,Species,,:MPNS (Gardenia coronaria)
701,902085-1,Gardenia crameri,Gardenia crameri,902085-1,Species,,:MPNS (Gardenia crameri)
702,751008-1,Gardenia erubescens,Gardenia erubescens,751008-1,Species,,:MPNS (Gardenia erubescens)
703,902086-1,Gardenia fosbergii,Gardenia fosbergii,902086-1,Species,,:MPNS (Gardenia fosbergii)
704,751047-1,Gardenia gummifera,Gardenia gummifera,751047-1,Species,,:MPNS (Gardenia gummifera)
705,751061-1,Gardenia imperialis,Gardenia imperialis,751061-1,Species,,:MPNS (Gardenia imperialis)
706,751073-1,Gardenia jasminoides,Gardenia jasminoides,751073-1,Species,,:MPNS (Gardenia jasminoides)
707,751091-1,Gardenia latifolia,Gardenia latifolia,751091-1,Species,,:MPNS (Gardenia latifolia)
708,751128-1,Gardenia megasperma,Gardenia megasperma,751128-1,Species,,:MPNS (Gardenia megasperma)
709,751152-1,Gardenia nitida,Gardenia nitida,751152-1,Species,,:MPNS (Gardenia nitida)
710,751162-1,Gardenia obtusifolia,Gardenia obtusifolia,751162-1,Species,,:MPNS (Gardenia obtusifolia)
711,77176829-1,Gardenia oudiepe,Gardenia oudiepe,77176829-1,Species,,:MPNS (Gardenia oudiepe)
712,751215-1,Gardenia resinifera,Gardenia resinifera,751215-1,Species,,:MPNS (Gardenia resinifera)
713,751217-1,Gardenia resiniflua,Gardenia resiniflua,751217-1,Species,,:MPNS (Gardenia resiniflua)
714,77168491-1,Gardenia resiniflua subsp. resiniflua,Gardenia resiniflua,751217-1,Subspecies,,:MPNS (Gardenia resiniflua subsp. resiniflua)
715,751250-1,Gardenia sokotensis,Gardenia sokotensis,751250-1,Species,,:MPNS (Gardenia sokotensis)
716,751266-1,Gardenia stenophylla,Gardenia stenophylla,751266-1,Species,,:MPNS (Gardenia stenophylla)
717,751271-1,Gardenia storckii,Gardenia storckii,751271-1,Species,,:MPNS (Gardenia storckii)
718,751281-1,Gardenia taitensis,Gardenia taitensis,751281-1,Species,,:MPNS (Gardenia taitensis)
719,751285-1,Gardenia ternifolia,Gardenia ternifolia,751285-1,Species,,:MPNS (Gardenia ternifolia)
720,890351-1,Gardenia ternifolia subsp. jovis-tonantis,Gardenia ternifolia,751285-1,Subspecies,,:MPNS (Gardenia ternifolia subsp. jovis-tonantis)
721,890350-1,Gardenia ternifolia var. goetzei,Gardenia ternifolia,751285-1,Variety,,:MPNS (Gardenia ternifolia var. goetzei)
722,751303-1,Gardenia tubifera,Gardenia tubifera,751303-1,Species,,:MPNS (Gardenia tubifera)
723,77168488-1,Gardenia tubifera var. tubifera,Gardenia tubifera,751303-1,Variety,,:MPNS (Gardenia tubifera var. tubifera)
724,751312-1,Gardenia urvillei,Gardenia urvillei,751312-1,Species,,:MPNS (Gardenia urvillei)
725,751322-1,Gardenia vogelii,Gardenia vogelii,751322-1,Species,,:MPNS (Gardenia vogelii)
726,751323-1,Gardenia volkensii,Gardenia volkensii,751323-1,Species,,:MPNS (Gardenia volkensii)
727,890353-1,Gardenia volkensii subsp. spathulifolia,Gardenia volkensii,751323-1,Subspecies,,:MPNS (Gardenia volkensii subsp. spathulifolia)
728,108063-2,Geissospermum argenteum,Geissospermum argenteum,108063-2,Species,,:MPNS (Geissospermum argenteum)
729,79123-1,Geissospermum laeve,Geissospermum laeve,79123-1,Species,,:MPNS (Geissospermum laeve)
730,277356-2,Geissospermum reticulatum,Geissospermum reticulatum,277356-2,Species,,:MPNS (Geissospermum reticulatum)
731,1006780-1,Geissospermum sericeum,Geissospermum sericeum,1006780-1,Species,,:MPNS (Geissospermum sericeum)
732,277357-2,Geissospermum urceolatum,Geissospermum urceolatum,277357-2,Species,,:MPNS (Geissospermum urceolatum)
733,77190782-1,Genianthus micranthus,Genianthus micranthus,77190782-1,Species,,:MPNS (Genianthus micranthus)
734,751331-1,Genipa americana,Genipa americana,751331-1,Species,,:MPNS (Genipa americana)
735,108120-2,Genipa spruceana,Genipa spruceana,108120-2,Species,,:MPNS (Genipa spruceana)
736,751414-1,Geophila afzelii,Geophila afzelii,751414-1,Species,,:MPNS (Geophila afzelii)
737,1211972-2,Geophila herbacea,Geophila herbacea,1211972-2,Species,,:MPNS (Geophila herbacea)
738,751436-1,Geophila humifusa,Geophila humifusa,751436-1,Species,,:MPNS (Geophila humifusa)
739,751448-1,Geophila melanocarpa,Geophila melanocarpa,751448-1,Species,,:MPNS (Geophila melanocarpa)
740,751452-1,Geophila obvallata,Geophila obvallata,751452-1,Species,,:MPNS (Geophila obvallata)
741,751456-1,Geophila pilosa,Geophila pilosa,751456-1,Species,,:MPNS (Geophila pilosa)
742,751460-1,Geophila renaris,Geophila renaris,751460-1,Species,,:MPNS (Geophila renaris)
743,988311-1,Gomphocarpus cancellatus,Gomphocarpus cancellatus,988311-1,Species,,:MPNS (Gomphocarpus cancellatus)
744,97604-1,Gomphocarpus filiformis,Gomphocarpus filiformis,97604-1,Species,,:MPNS (Gomphocarpus filiformis)
745,20003123-1,Gomphocarpus fruticosus subsp. decipiens,Gomphocarpus fruticosus,97610-1,Subspecies,,:MPNS (Gomphocarpus fruticosus subsp. decipiens)
746,77172645-1,Gomphocarpus fruticosus subsp. fruticosus,Gomphocarpus fruticosus,97610-1,Subspecies,,:MPNS (Gomphocarpus fruticosus subsp. fruticosus)
747,97617-1,Gomphocarpus glaucophyllus,Gomphocarpus glaucophyllus,97617-1,Species,,:MPNS (Gomphocarpus glaucophyllus)
748,97627-1,Gomphocarpus integer,Gomphocarpus integer,97627-1,Species,,:MPNS (Gomphocarpus integer)
749,97670-1,Gomphocarpus physocarpus,Gomphocarpus physocarpus,97670-1,Species,,:MPNS (Gomphocarpus physocarpus)
750,97673-1,Gomphocarpus purpurascens,Gomphocarpus purpurascens,97673-1,Species,,:MPNS (Gomphocarpus purpurascens)
751,97692-1,Gomphocarpus semilunatus,Gomphocarpus semilunatus,97692-1,Species,,:MPNS (Gomphocarpus semilunatus)
752,97698-1,Gomphocarpus sinaicus,Gomphocarpus sinaicus,97698-1,Species,,:MPNS (Gomphocarpus sinaicus)
753,97703-1,Gomphocarpus stenophyllus,Gomphocarpus stenophyllus,97703-1,Species,,:MPNS (Gomphocarpus stenophyllus)
754,97711-1,Gomphocarpus tomentosus,Gomphocarpus tomentosus,97711-1,Species,,:MPNS (Gomphocarpus tomentosus)
755,77173493-1,Gomphocarpus tomentosus subsp. tomentosus,Gomphocarpus tomentosus,97711-1,Subspecies,,:MPNS (Gomphocarpus tomentosus subsp. tomentosus)
756,97744-1,Gongronema napalense,Gongronema napalense,97744-1,Species,,:MPNS (Gongronema napalense)
757,79133-1,Gonioma kamassi,Gonioma kamassi,79133-1,Species,,:MPNS (Gonioma kamassi)
758,112360-2,Gonolobus erianthus,Gonolobus erianthus,112360-2,Species,,:MPNS (Gonolobus erianthus)
759,97945-1,Gonolobus parviflorus,Gonolobus parviflorus,97945-1,Species,,:MPNS (Gonolobus parviflorus)
760,112495-2,Gonzalagunia cornifolia,Gonzalagunia cornifolia,112495-2,Species,,:MPNS (Gonzalagunia cornifolia)
761,112531-2,Gonzalagunia rudis,Gonzalagunia rudis,112531-2,Species,,:MPNS (Gonzalagunia rudis)
762,20008159-1,Greenea corymbosa,Greenea corymbosa,20008159-1,Species,,:MPNS (Greenea corymbosa)
763,751850-1,Guettarda angelica,Guettarda angelica,751850-1,Species,,:MPNS (Guettarda angelica)
764,114501-2,Guettarda combsii,Guettarda combsii,114501-2,Species,,:MPNS (Guettarda combsii)
765,114528-2,Guettarda elliptica,Guettarda elliptica,114528-2,Species,,:MPNS (Guettarda elliptica)
766,752026-1,Guettarda platypoda,Guettarda platypoda,752026-1,Species,,:MPNS (Guettarda platypoda)
767,752046-1,Guettarda rhabdocalyx,Guettarda rhabdocalyx,752046-1,Species,,:MPNS (Guettarda rhabdocalyx)
768,752069-1,Guettarda speciosa,Guettarda speciosa,752069-1,Species,,:MPNS (Guettarda speciosa)
769,752114-1,Guettardella chinensis,Guettardella chinensis,752114-1,Species,,:MPNS (Guettardella chinensis)
770,914064-1,Guettardella inconspicua,Guettardella inconspicua,914064-1,Species,,:MPNS (Guettardella inconspicua)
771,98158-1,Gymnema decaisneanum,Gymnema decaisneanum,98158-1,Species,,:MPNS (Gymnema decaisneanum)
772,98165-1,Gymnema foetidum,Gymnema foetidum,98165-1,Species,,:MPNS (Gymnema foetidum)
773,98176-1,Gymnema inodorum,Gymnema inodorum,98176-1,Species,,:MPNS (Gymnema inodorum)
774,98182-1,Gymnema latifolium,Gymnema latifolium,98182-1,Species,,:MPNS (Gymnema latifolium)
775,98186-1,Gymnema longiretinaculatum,Gymnema longiretinaculatum,98186-1,Species,,:MPNS (Gymnema longiretinaculatum)
776,98198-1,Gymnema montanum,Gymnema montanum,98198-1,Species,,:MPNS (Gymnema montanum)
777,60454719-2,Gymnema sylvestre,Gymnema sylvestre,60454719-2,Species,,:MPNS (Gymnema sylvestre)
778,98238-1,Gymnema yunnanense,Gymnema yunnanense,98238-1,Species,,:MPNS (Gymnema yunnanense)
779,77117548-1,Gynochthodes cochinchinensis,Gynochthodes cochinchinensis,77117548-1,Species,,:MPNS (Gynochthodes cochinchinensis)
780,752119-1,Gynochthodes coriacea,Gynochthodes coriacea,752119-1,Species,,:MPNS (Gynochthodes coriacea)
781,77117592-1,Gynochthodes officinalis,Gynochthodes officinalis,77117592-1,Species,,:MPNS (Gynochthodes officinalis)
782,77117594-1,Gynochthodes parvifolia,Gynochthodes parvifolia,77117594-1,Species,,:MPNS (Gynochthodes parvifolia)
783,77117618-1,Gynochthodes umbellata,Gynochthodes umbellata,77117618-1,Species,,:MPNS (Gynochthodes umbellata)
784,117176-2,Hamelia axillaris,Hamelia axillaris,117176-2,Species,,:MPNS (Hamelia axillaris)
785,117178-2,Hamelia barbata,Hamelia barbata,117178-2,Species,,:MPNS (Hamelia barbata)
786,117196-2,Hamelia longipes,Hamelia longipes,117196-2,Species,,:MPNS (Hamelia longipes)
787,752199-1,Hamelia rostrata,Hamelia rostrata,752199-1,Species,,:MPNS (Hamelia rostrata)
788,117210-2,Hamelia rovirosae,Hamelia rovirosae,117210-2,Species,,:MPNS (Hamelia rovirosae)
789,328991-2,Hancornia speciosa,Hancornia speciosa,328991-2,Species,,:MPNS (Hancornia speciosa)
790,79244-1,Haplophyton cimicidum,Haplophyton cimicidum,79244-1,Species,,:MPNS (Haplophyton cimicidum)
791,117868-2,Haplophyton crooksii,Haplophyton crooksii,117868-2,Species,,:MPNS (Haplophyton crooksii)
792,752239-1,Hedyotis acutangula,Hedyotis acutangula,752239-1,Species,,:MPNS (Hedyotis acutangula)
793,752247-1,Hedyotis albonerva,Hedyotis albonerva,752247-1,Species,,:MPNS (Hedyotis albonerva)
794,60459245-2,Hedyotis articularis,Hedyotis articularis,60459245-2,Species,,:MPNS (Hedyotis articularis)
795,752462-1,Hedyotis eualata,Hedyotis eualata,752462-1,Species,,:MPNS (Hedyotis eualata)
796,890376-1,Hedyotis eualata var. agastyamalayana,Hedyotis eualata,752462-1,Variety,,:MPNS (Hedyotis eualata var. agastyamalayana)
797,752486-1,Hedyotis fruticosa,Hedyotis fruticosa,752486-1,Species,,:MPNS (Hedyotis fruticosa)
798,752587-1,Hedyotis lancea,Hedyotis lancea,752587-1,Species,,:MPNS (Hedyotis lancea)
799,752701-1,Hedyotis neesiana,Hedyotis neesiana,752701-1,Species,,:MPNS (Hedyotis neesiana)
800,752754-1,Hedyotis philippensis,Hedyotis philippensis,752754-1,Species,,:MPNS (Hedyotis philippensis)
801,752783-1,Hedyotis prostrata,Hedyotis prostrata,752783-1,Species,,:MPNS (Hedyotis prostrata)
802,752785-1,Hedyotis pruinosa,Hedyotis pruinosa,752785-1,Species,,:MPNS (Hedyotis pruinosa)
803,752838-1,Hedyotis rigida,Hedyotis rigida,752838-1,Species,,:MPNS (Hedyotis rigida)
804,752955-1,Hedyotis travancorica,Hedyotis travancorica,752955-1,Species,,:MPNS (Hedyotis travancorica)
805,752971-1,Hedyotis uncinella,Hedyotis uncinella,752971-1,Species,,:MPNS (Hedyotis uncinella)
806,753022-1,Heinsia crinita,Heinsia crinita,753022-1,Species,,:MPNS (Heinsia crinita)
807,77172235-1,Heinsia crinita subsp. crinita,Heinsia crinita,753022-1,Subspecies,,:MPNS (Heinsia crinita subsp. crinita)
808,890378-1,Heinsia crinita subsp. parviflora,Heinsia crinita,753022-1,Subspecies,,:MPNS (Heinsia crinita subsp. parviflora)
809,753027-1,Heinsia myrmoecia,Heinsia myrmoecia,753027-1,Species,,:MPNS (Heinsia myrmoecia)
810,753035-1,Hekistocarpa minutiflora,Hekistocarpa minutiflora,753035-1,Species,,:MPNS (Hekistocarpa minutiflora)
811,60443873-2,Hemidesmus indicus,Hemidesmus indicus,60443873-2,Species,,:MPNS (Hemidesmus indicus)
812,753052-1,Heterophyllaea pustulata,Heterophyllaea pustulata,753052-1,Species,,:MPNS (Heterophyllaea pustulata)
813,98274-1,Heterostemma alatum,Heterostemma alatum,98274-1,Species,,:MPNS (Heterostemma alatum)
814,98280-1,Heterostemma cuspidatum,Heterostemma cuspidatum,98280-1,Species,,:MPNS (Heterostemma cuspidatum)
815,947053-1,Heterostemma deccanense,Heterostemma deccanense,947053-1,Species,,:MPNS (Heterostemma deccanense)
816,98282-1,Heterostemma esquirolii,Heterostemma esquirolii,98282-1,Species,,:MPNS (Heterostemma esquirolii)
817,98294-1,Heterostemma oblongifolium,Heterostemma oblongifolium,98294-1,Species,,:MPNS (Heterostemma oblongifolium)
818,98296-1,Heterostemma piperifolium,Heterostemma piperifolium,98296-1,Species,,:MPNS (Heterostemma piperifolium)
819,98304-1,Heterostemma tanjorense,Heterostemma tanjorense,98304-1,Species,,:MPNS (Heterostemma tanjorense)
820,77154343-1,Hexasepalum sarmentosum,Hexasepalum sarmentosum,77154343-1,Species,,:MPNS (Hexasepalum sarmentosum)
821,77154344-1,Hexasepalum scandens,Hexasepalum scandens,77154344-1,Species,,:MPNS (Hexasepalum scandens)
822,77154345-1,Hexasepalum serrulatum,Hexasepalum serrulatum,77154345-1,Species,,:MPNS (Hexasepalum serrulatum)
823,77157263-1,Hexasepalum vaginale,Hexasepalum vaginale,77157263-1,Species,,:MPNS (Hexasepalum vaginale)
824,122668-2,Hillia macrophylla,Hillia macrophylla,122668-2,Species,,:MPNS (Hillia macrophylla)
825,753117-1,Himalrandia tetrasperma,Himalrandia tetrasperma,753117-1,Species,,:MPNS (Himalrandia tetrasperma)
826,122688-2,Himatanthus articulatus,Himatanthus articulatus,122688-2,Species,,:MPNS (Himatanthus articulatus)
827,122690-2,Himatanthus bracteatus,Himatanthus bracteatus,122690-2,Species,,:MPNS (Himatanthus bracteatus)
828,962260-1,Himatanthus drasticus,Himatanthus drasticus,962260-1,Species,,:MPNS (Himatanthus drasticus)
829,122695-2,Himatanthus phagedaenicus,Himatanthus phagedaenicus,122695-2,Species,,:MPNS (Himatanthus phagedaenicus)
830,77136056-1,Himatanthus revolutus,Himatanthus revolutus,77136056-1,Species,,:MPNS (Himatanthus revolutus)
831,962262-1,Himatanthus tarapotensis,Himatanthus tarapotensis,962262-1,Species,,:MPNS (Himatanthus tarapotensis)
832,122717-2,Hintonia latiflora,Hintonia latiflora,122717-2,Species,,:MPNS (Hintonia latiflora)
833,122722-2,Hintonia standleyana,Hintonia standleyana,122722-2,Species,,:MPNS (Hintonia standleyana)
834,753195-1,Hoffmannia ghiesbreghtii,Hoffmannia ghiesbreghtii,753195-1,Species,,:MPNS (Hoffmannia ghiesbreghtii)
835,79297-1,Holarrhena curtisii,Holarrhena curtisii,79297-1,Species,,:MPNS (Holarrhena curtisii)
836,79302-1,Holarrhena floribunda,Holarrhena floribunda,79302-1,Species,,:MPNS (Holarrhena floribunda)
837,79311-1,Holarrhena mitis,Holarrhena mitis,79311-1,Species,,:MPNS (Holarrhena mitis)
838,79318-1,Holarrhena pubescens,Holarrhena pubescens,79318-1,Species,,:MPNS (Holarrhena pubescens)
839,98337-1,Hoodia currorii,Hoodia currorii,98337-1,Species,,:MPNS (Hoodia currorii)
840,973590-1,Hoodia currorii subsp. lugardii,Hoodia currorii,98337-1,Subspecies,,:MPNS (Hoodia currorii subsp. lugardii)
841,964735-1,Hoodia officinalis,Hoodia officinalis,964735-1,Species,,:MPNS (Hoodia officinalis)
842,964736-1,Hoodia pedicellata,Hoodia pedicellata,964736-1,Species,,:MPNS (Hoodia pedicellata)
843,964737-1,Hoodia pilifera,Hoodia pilifera,964737-1,Species,,:MPNS (Hoodia pilifera)
844,973594-1,Hoodia pilifera subsp. pillansii,Hoodia pilifera,964737-1,Subspecies,,:MPNS (Hoodia pilifera subsp. pillansii)
845,278288-2,Houstonia caerulea,Houstonia caerulea,278288-2,Species,,:MPNS (Houstonia caerulea)
846,278294-2,Houstonia longifolia,Houstonia longifolia,278294-2,Species,,:MPNS (Houstonia longifolia)
847,753385-1,Houstonia rubra,Houstonia rubra,753385-1,Species,,:MPNS (Houstonia rubra)
848,309544-2,Houstonia wrightii,Houstonia wrightii,309544-2,Species,,:MPNS (Houstonia wrightii)
849,98369-1,Hoya alexicaca,Hoya alexicaca,98369-1,Species,,:MPNS (Hoya alexicaca)
850,98375-1,Hoya anulata,Hoya anulata,98375-1,Species,,:MPNS (Hoya anulata)
851,98382-1,Hoya australis,Hoya australis,98382-1,Species,,:MPNS (Hoya australis)
852,77094311-1,Hoya australis subsp. melanesica,Hoya australis,98382-1,Subspecies,,:MPNS (Hoya australis subsp. melanesica)
853,107308-3,Hoya carnosa,Hoya carnosa,107308-3,Species,,:MPNS (Hoya carnosa)
854,98409-1,Hoya caudata,Hoya caudata,98409-1,Species,,:MPNS (Hoya caudata)
855,982437-1,Hoya chinghungensis,Hoya chinghungensis,982437-1,Species,,:MPNS (Hoya chinghungensis)
856,98425-1,Hoya coriacea,Hoya coriacea,98425-1,Species,,:MPNS (Hoya coriacea)
857,98429-1,Hoya coronaria,Hoya coronaria,98429-1,Species,,:MPNS (Hoya coronaria)
858,98444-1,Hoya diptera,Hoya diptera,98444-1,Species,,:MPNS (Hoya diptera)
859,98446-1,Hoya diversifolia,Hoya diversifolia,98446-1,Species,,:MPNS (Hoya diversifolia)
860,98473-1,Hoya fungii,Hoya fungii,98473-1,Species,,:MPNS (Hoya fungii)
861,98480-1,Hoya globulosa,Hoya globulosa,98480-1,Species,,:MPNS (Hoya globulosa)
862,98488-1,Hoya griffithii,Hoya griffithii,98488-1,Species,,:MPNS (Hoya griffithii)
863,98501-1,Hoya imbricata,Hoya imbricata,98501-1,Species,,:MPNS (Hoya imbricata)
864,98512-1,Hoya kerrii,Hoya kerrii,98512-1,Species,,:MPNS (Hoya kerrii)
865,98519-1,Hoya lacunosa,Hoya lacunosa,98519-1,Species,,:MPNS (Hoya lacunosa)
866,98524-1,Hoya lanceolata,Hoya lanceolata,98524-1,Species,,:MPNS (Hoya lanceolata)
867,98528-1,Hoya latifolia,Hoya latifolia,98528-1,Species,,:MPNS (Hoya latifolia)
868,98538-1,Hoya limoniaca,Hoya limoniaca,98538-1,Species,,:MPNS (Hoya limoniaca)
869,98548-1,Hoya lyi,Hoya lyi,98548-1,Species,,:MPNS (Hoya lyi)
870,98577-1,Hoya multiflora,Hoya multiflora,98577-1,Species,,:MPNS (Hoya multiflora)
871,98579-1,Hoya neocaledonica,Hoya neocaledonica,98579-1,Species,,:MPNS (Hoya neocaledonica)
872,98606-1,Hoya ovalifolia,Hoya ovalifolia,98606-1,Species,,:MPNS (Hoya ovalifolia)
873,98615-1,Hoya pandurata,Hoya pandurata,98615-1,Species,,:MPNS (Hoya pandurata)
874,98623-1,Hoya pauciflora,Hoya pauciflora,98623-1,Species,,:MPNS (Hoya pauciflora)
875,98669-1,Hoya reticulata,Hoya reticulata,98669-1,Species,,:MPNS (Hoya reticulata)
876,98683-1,Hoya rumphii,Hoya rumphii,98683-1,Species,,:MPNS (Hoya rumphii)
877,98706-1,Hoya sussuela,Hoya sussuela,98706-1,Species,,:MPNS (Hoya sussuela)
878,98729-1,Hoya verticillata,Hoya verticillata,98729-1,Species,,:MPNS (Hoya verticillata)
879,77173117-1,Hoya verticillata var. verticillata,Hoya verticillata,98729-1,Variety,,:MPNS (Hoya verticillata var. verticillata)
880,98740-1,Hoya wightii,Hoya wightii,98740-1,Species,,:MPNS (Hoya wightii)
881,98742-1,Hoya yuennanensis,Hoya yuennanensis,98742-1,Species,,:MPNS (Hoya yuennanensis)
882,98774-1,Huernia hystrix,Huernia hystrix,98774-1,Species,,:MPNS (Huernia hystrix)
883,98798-1,Huernia pendula,Huernia pendula,98798-1,Species,,:MPNS (Huernia pendula)
884,98817-1,Huernia stapelioides,Huernia stapelioides,98817-1,Species,,:MPNS (Huernia stapelioides)
885,98833-1,Huernia zebrina,Huernia zebrina,98833-1,Species,,:MPNS (Huernia zebrina)
886,79339-1,Hunteria ballayi,Hunteria ballayi,79339-1,Species,,:MPNS (Hunteria ballayi)
887,79342-1,Hunteria congolana,Hunteria congolana,79342-1,Species,,:MPNS (Hunteria congolana)
888,79356-1,Hunteria ghanensis,Hunteria ghanensis,79356-1,Species,,:MPNS (Hunteria ghanensis)
889,79368-1,Hunteria umbellata,Hunteria umbellata,79368-1,Species,,:MPNS (Hunteria umbellata)
890,79369-1,Hunteria zeylanica,Hunteria zeylanica,79369-1,Species,,:MPNS (Hunteria zeylanica)
891,753446-1,Hydnophytum formicarum,Hydnophytum formicarum,753446-1,Species,,:MPNS (Hydnophytum formicarum)
892,753519-1,Hydrophylax maritima,Hydrophylax maritima,753519-1,Species,,:MPNS (Hydrophylax maritima)
893,753530-1,Hymenocoleus libericus,Hymenocoleus libericus,753530-1,Species,,:MPNS (Hymenocoleus libericus)
